barcode,sales_date,product_description,quantity_sold
4801688103818,23/02/2023 11:55,SNACKU  25G,36
10,23/02/2023 11:56,10,20
130,23/02/2023 11:57,130,130
4800092110047,23/02/2023 12:16,STRAWBERRY SANDWICH,51
4800016084041,23/02/2023 12:16,WAFRETS BRIX CHEESE,60.5
4807770270024,23/02/2023 12:16,LUCKY ME CHICKEN 55G,51
4807770270017,23/02/2023 12:16,LUCKY ME BEEF 55G,25.5
4800016652035,23/02/2023 12:24,MR. CHIPS NACHO CHEESE 26gx100,14
4806506319624,23/02/2023 12:24,TWIN LAMPEIN M 12,80
4800488100065,23/02/2023 12:24,CHARMEE PANTYLINER BREATH,24
BS18,23/02/2023 12:24,BODY SOAP ASST,19.5
SC7,23/02/2023 12:24,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
20,23/02/2023 12:27,20,20
J18,23/02/2023 12:34,JUICE ASST LITRO,20
4801981127177,23/02/2023 12:56,COKE KASWAKTO 200ML,125
4804888589987,23/02/2023 12:56,ANNIES UBE,25.5
41,23/02/2023 13:06,41,41
40329055,23/02/2023 13:18,CAMEL CIG,107
125,23/02/2023 13:20,125,125
4809011681095,23/02/2023 13:20,BOY BAWANG ADOBO 100G,19
4808680230979,23/02/2023 13:26,KNORR LIQ SEASONING 250ML,95
4800361316934,23/02/2023 13:26,MAGGI Savor - Chilimansi,54
27,23/02/2023 13:43,27,27
95509433,23/02/2023 14:01,Marlboro Black FT20s,135.5
40329055,23/02/2023 14:01,CAMEL CIG,214
4806504710126,23/02/2023 14:02,MEGA CHILI RED 155G,67.5
4806050122473,23/02/2023 14:10,MALLOW JUICY JAR 30S,120
8850389100684,23/02/2023 14:28,MOGU MOGU LYCHEE 320ML,45
4800194153225,23/02/2023 14:28,BREAD PAN CHEESE 24g LS,12.5
4800888221056,23/02/2023 14:41,SURF PWD CHERRY  BY 6+1,39
4800191112621,23/02/2023 14:41,TOPS BLUE BAR,26.5
4801288830084,23/02/2023 14:41,THOSE DAYS NON WING 8S,14.5
4800314000118,23/02/2023 14:41,SCOTCH BRITE SPNGE TRIAL,37
4800361420129,23/02/2023 14:41,MAGGI MAGIC SARAP 55G,28
4800249006599,23/02/2023 14:41,SAN MARINO CORNED TUNA RED 100G,54
4806506318863,23/02/2023 14:42,SISTERS NET SIDE NIGHT 8,28
B10,23/02/2023 15:21,ASST BREAD 10S,50
4800361343275,23/02/2023 15:23,NESTLE ICE CREAM TEMPTATIONS CHOCOLATE 1.3L,280
4800040211222,23/02/2023 15:28,FLAT TOPS 30pcs,50
4804888019576,23/02/2023 15:28,BROWN SUGAR 225G,197.5
10,23/02/2023 15:29,10,20
K16,23/02/2023 15:29,KAPE/MILK/OTHER BEVERAGE,48
4806018402319,23/02/2023 15:29,INIPIT ASSORTED,55
4800194177771,23/02/2023 15:35,POTATO FRIES  CHEESE 90G,25
4800016622533,23/02/2023 15:35,POT CHIPS V-CUT BBQ 25gx80,14.5
4800016671807,23/02/2023 15:35,PIATTOS SOUR CREAM 80,14.5
4800016663802,23/02/2023 15:35,NOVA COUNTRY CHEDDAR 40gx80,14.5
4800016628283,23/02/2023 15:36,PRETZELS MINI CHOCO 28gx100,14
4800194177863,23/02/2023 15:36,CRISPY PATATA 90G,22.5
8996001357422,23/02/2023 15:44,CAL CHEESE BAG,114
4800194116466,23/02/2023 15:45,PILLOWS CHOCOLATE 38g,16
C18,23/02/2023 15:45,CURLS ASST 18,18.5
4800092110528,23/02/2023 15:45,HANSEL CHOCO,53
4800016551857,23/02/2023 15:46,NISSIN MINI SPICY SEAFOODS 48'S,42
748485800011,23/02/2023 15:46,ARGENTINA C.BEEF 175G,39.25
4800016138560,23/02/2023 15:46,GG TORTILLOS CHEESE 25gX100,14
4800016644801,23/02/2023 15:46,PIATTOS CHEESE 40gx80,14.5
M COKE,23/02/2023 15:46,COKE MISMO,185
48044295,23/02/2023 15:46,MARLBORO RED 20'S,312
48041812,23/02/2023 15:46,MIGHTY GREEN FLIPTOP,107
48044318,23/02/2023 15:53,MARLBORO CRAFTED RED,126
4800888194268,23/02/2023 16:00,SUNSILK STRONG BY 12,66
8850006327470,23/02/2023 16:00,COLGATE TRIPLE ACTION PROMO TWIN 126G,159
4800098121573,23/02/2023 16:17,YUM YUM CHOCO STICK 10S,125
4800361415347,23/02/2023 16:17,NESCAFE ORIGINAL TWIN by 10,120
4800016306013,23/02/2023 16:19,MAXX HONEY LEMON 50S,38
4800361339186,23/02/2023 16:19,NESCAFE CLASSIC Refill 23g,42
107,23/02/2023 16:19,107,214
4800361420129,23/02/2023 16:32,MAGGI MAGIC SARAP 55G,56
4800047847240,23/02/2023 16:33,DEL FOREVER LOVE BY 6,30
4800191112621,23/02/2023 16:33,TOPS BLUE BAR,26.5
4801288820504,23/02/2023 16:33,HAPPY COTTON 40G,20
731126104043,23/02/2023 16:33,NAGARAYA GARLIC 40G,11
20,23/02/2023 16:33,20,20
15,23/02/2023 16:35,15,15
50,23/02/2023 16:35,50,50
M COKE,23/02/2023 16:36,COKE MISMO,185
4800010075526,23/02/2023 16:43,CREAM O VANILLA 10G,67
8886467100031,23/02/2023 16:43,PRINGLES CHEESE 107G,76
4808647020094,23/02/2023 16:52,EDEN PLAIN 165G,57
4800361344951,23/02/2023 16:54,TWINPOPS Orange 32x75ml,46
4800361339568,23/02/2023 16:55,NESCAFE CLASSIC STICK BY DOZEN,29
107,23/02/2023 16:56,107,214
4802288814128,23/02/2023 16:56,HAPPY PANTS XL 12,105
4804888882545,23/02/2023 16:58,BIG BOY,116
4806014000137,23/02/2023 17:04,JOLLY CREAM CORN 425G,43
4800575140370,23/02/2023 17:04,ALASKA EVAPORADA 370ML,32
748485401492,23/02/2023 17:04,BIRCHTREE FORTIFIED 33G by 8,74
K9,23/02/2023 17:04,KAPE/MILK/OTHER BEVERAGE,18
4804888019552,23/02/2023 17:05,WASHED SUGAR 450G,40.5
4800888221049,23/02/2023 17:08,SURF ROSE PWD  FRESH BY 6+1,78
4800888194268,23/02/2023 17:08,SUNSILK STRONG BY 12,66
8934868110170,23/02/2023 17:08,SURF FAB 25ML BY6,33
4800016022258,23/02/2023 17:09,GT TWIN WHITE CHOCO,115
4800092330490,23/02/2023 17:09,DRAGON SID,18.5
P15,23/02/2023 17:09,POWDER RETAIL ASST 15,45
107,23/02/2023 17:09,107,107
107,23/02/2023 17:10,107,107
1007,23/02/2023 17:10,ASST/RETAIL,0
4902430093767,23/02/2023 17:10,JOY LEMON 250ML,85
200,23/02/2023 17:11,200,200
107,23/02/2023 17:11,107,107
4800016306013,23/02/2023 17:14,MAXX HONEY LEMON 50S,38
B5,23/02/2023 17:14,ASST BREAD RETAIL 5,65
200,23/02/2023 17:16,200,200
48039871,23/02/2023 17:19,WINSTON LIGHT,126
48044295,23/02/2023 17:19,MARLBORO RED 20'S,156
10,23/02/2023 17:19,10,10
15,23/02/2023 17:22,15,15
8851717905407,23/02/2023 17:22,DELIGHT 400ML,50
55,23/02/2023 17:23,55,110
4806502721452,23/02/2023 17:25,GARDENIA FIBER WHEAT 400G,68
87,23/02/2023 17:26,87,87
B10,23/02/2023 17:26,ASST BREAD 10S,50
4800092550911,23/02/2023 17:26,FUDGEE BARR CHOCO,68
45,23/02/2023 17:26,45,45
4800365881742,23/02/2023 17:26,SUPER DELIGHT MINI CHOCO 28G,24
5,23/02/2023 17:26,5,20
B10,23/02/2023 17:26,ASST BREAD 10S,50
45,23/02/2023 17:26,45,45
17,23/02/2023 17:26,17,17
4804888019583,23/02/2023 17:27,BROWN SUGAR 450G,79
B10,23/02/2023 17:27,ASST BREAD 10S,50
45,23/02/2023 17:31,45,45
107,23/02/2023 17:31,107,107
4800361410892,23/02/2023 17:31,BEAR BRAND Powdered Milk Drink 300g,118
4800010075564,23/02/2023 17:32,CREAM O CHOCO FUDGE  10G,67
45,23/02/2023 17:32,45,45
4801234134426,23/02/2023 17:32,BAYGON  KATOL 12S,20
4800361415347,23/02/2023 17:32,NESCAFE ORIGINAL TWIN by 10,120
SC7,23/02/2023 17:33,SHAMPOO/CONDITIONER 7 ASST RETAIL,7
4804888019552,23/02/2023 17:34,WASHED SUGAR 450G,40.5
4806518291024,23/02/2023 17:34,ITLOG NG BUTIKI,22.5
4800488100065,23/02/2023 17:34,CHARMEE PANTYLINER BREATH,24
4800016012273,23/02/2023 17:34,GT PREMIUM BP 50GX24,38
SC6,23/02/2023 17:37,SHAMPOO/CONDITIONER RETAIL ASST,32.5
O,23/02/2023 17:38,OIL RETAIL,150
4800016680540,23/02/2023 17:38,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,14.5
4800016603259,23/02/2023 17:38,POT CHIPS V-CUT CHEESE 25gx80,14.5
B5,23/02/2023 17:39,ASST BREAD RETAIL 5,30
4801668100288,23/02/2023 17:39,MANG TOMAS SIGA 320G,40
748485804057,23/02/2023 17:39,ARGENTINA GINILING 100G,44
6902131112925,23/02/2023 17:39,MALING MEAT CHICKEN 397G,118
4800249008531,23/02/2023 17:39,SAN MARINO CHILI CORNED TUNA 85G,55
4800024555052,23/02/2023 17:39,DM SWEET BLEND KETCHUP 320G,45
4800134101033,23/02/2023 17:40,MASTER SARDINES RED HOT 155G,45
4809015790632,23/02/2023 17:52,BABY ANNE PANTS LARGE 30,190
4804888019545,23/02/2023 17:52,WASHED SUGAR 225G,20.25
4800163443043,23/02/2023 17:53,LIGO GREEN,24.25
748485802824,23/02/2023 17:53,LUCKY 7 CARNE NORTE 260G,36
4801981164714,23/02/2023 17:54,WILKINS DISTILLED 7L,85
4800361388771,23/02/2023 17:54,BEAR BRAND Powdered Milk Drink 680G,265
4800575144590,23/02/2023 17:54,ALASKA POWDER 300G,90
4800024561015,23/02/2023 17:55,DM TOMATO PASTE 70G,19
4800024555489,23/02/2023 17:55,DM TOMATO SAUCE ORIGSTYLE 115G SUP,20
B5,23/02/2023 17:55,ASST BREAD RETAIL 5,40
4800361365444,23/02/2023 17:56,NESTOGEN 3 1.3KG,683
P15,23/02/2023 17:58,POWDER RETAIL ASST 15,75
4800047840029,23/02/2023 17:58,ZONROX ORIGINAL 500ML,23
4801288830084,23/02/2023 18:00,THOSE DAYS NON WING 8S,14.5
8993175539241,23/02/2023 18:00,RICHOCO 50g,22
TP10,23/02/2023 18:00,TOOTHPASTE ASST 11,11
P7,23/02/2023 18:00,POWDER ASST RETAIL 7,14
SC7,23/02/2023 18:00,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
4800194116237,23/02/2023 18:00,POTATO FRIES PLAIN 21G,12.5
9,23/02/2023 18:00,9,18
48044301,23/02/2023 18:05,MARLBORO LIGHTS,156
4801958300107,23/02/2023 18:07,AJINOMOTO 11G,50
4800361339568,23/02/2023 18:07,NESCAFE CLASSIC STICK BY DOZEN,29
ST300,23/02/2023 18:11,STING TRAW 300ML PET BOTTLE,188
K12,23/02/2023 18:12,KAPE/MILK/OTHER BEVERAGE,24
4808887010022,23/02/2023 18:16,PUREFOODS CORNED BEEF 380G,170
CRINKLES,23/02/2023 18:16,CRINKLES,50
O,23/02/2023 18:20,OIL RETAIL,25
4806506319570,23/02/2023 18:26,GENERIC LAMPEIN XL 15,99
107,23/02/2023 18:29,107,214
4806506319358,23/02/2023 18:30,LAMPEIN XXL 4S,38
B5,23/02/2023 18:31,ASST BREAD RETAIL 5,10
egg,23/02/2023 18:35,egg 1 tray,240
4800092550911,23/02/2023 18:35,FUDGEE BARR CHOCO,68
4809010997012,23/02/2023 18:35,CHOYO CHOYO CHOCO 380G,56
10,23/02/2023 18:35,10,10
17,23/02/2023 18:48,17,17
8851717904974,23/02/2023 18:48,DELIGHT by 5,53
48044318,23/02/2023 18:49,MARLBORO CRAFTED RED,378
230,23/02/2023 18:50,230,230
48041003,23/02/2023 18:50,NIC Ube 24x100ml,29
4800361391207,23/02/2023 18:50,KITKAT IC Cone 14x100ml,57
4806500805239,23/02/2023 18:53,MAGIC COLOR CHECKERED M15,104
4806501703503,23/02/2023 18:53,CHAMPION TODO TIPID PACK,12
P7,23/02/2023 18:53,POWDER ASST RETAIL 7,14
K12,23/02/2023 18:53,KAPE/MILK/OTHER BEVERAGE,24
B5,23/02/2023 18:54,ASST BREAD RETAIL 5,50
J18,23/02/2023 18:54,JUICE ASST LITRO,60
107,23/02/2023 18:55,107,428
4808680210957,23/02/2023 19:00,KNORR CRAB & CORN 55G,55
4800016303159,23/02/2023 19:01,IMPROVED MAXX EXTRA STRENGTH '50,37.5
4800016304019,23/02/2023 19:01,MAXX CHERRY 50S,37.5
4806500730029,23/02/2023 19:01,SNOWBEAR 50pcs,44
4800016012266,23/02/2023 19:01,GT PREMIUM BP 25GX48,20
48044301,23/02/2023 19:02,MARLBORO LIGHTS,156
4807770273698,23/02/2023 19:03,PANCIT CANTON CHILIMANSI,41.25
4800163443036,23/02/2023 19:04,LIGO SARDINES RED,49.5
748485300092,23/02/2023 19:04,555 SQUID CHILI 155G,45
7622210641212,23/02/2023 19:04,EDEN SINGLES 104G,50
4805358202016,23/02/2023 19:04,STAR MARGARINE CHOCO 100G,37
4806525943534,23/02/2023 19:04,TP SAGOT GULAMAN LITRO,36
4805358246041,23/02/2023 19:04,DARI CREME CLASSIC 200G,60
4800361399517,23/02/2023 19:05,KIMY Milky Stick 40x43g,46
4800361314053,23/02/2023 19:09,BEAR BRAND Junior 420g,190
4800092330490,24/02/2023 08:43,DRAGON SID,37
45,24/02/2023 08:47,45,180
4800103343624,24/02/2023 08:48,MR. MAIS,22.5
4800016021169,24/02/2023 08:48,GT ORIGINAL 3-IN-1 TWIN PACK (33GX10X24),82
748485400860,24/02/2023 08:50,ANGEL EVAPORADA 365ML,59
4809011168053,24/02/2023 08:50,BOSTON PAMINTA DUROG,43
48044295,24/02/2023 08:52,MARLBORO RED 20'S,156
4805358373037,24/02/2023 09:27,MAGNOLIA DAILY QUEZO 165G,40
4800361348706,24/02/2023 09:29,NESTOGEN 3 340G,188
748485801728,24/02/2023 09:30,LUCKY 7 CARNE NORTE 150G,43
EDEN,24/02/2023 09:30,EDEN RETAIL,17
48044318,24/02/2023 09:35,MARLBORO CRAFTED RED,126
4806510020806,24/02/2023 09:35,SHURE PLASTIC,23
23,24/02/2023 09:35,23,0
4806534190004,24/02/2023 09:44,DS Double Chocolate Vanilla 100 ml,31
4809014128337,24/02/2023 09:55,KOJIE SAN TRIO 100G,120
4800361331289,24/02/2023 09:55,BEAR BRAND Sterilized 1L,204
B5,24/02/2023 09:55,ASST BREAD RETAIL 5,25
10,24/02/2023 09:55,10,20
CRS8,24/02/2023 10:15,COKE ROYAL SPRITE 8OZ ASST,180
M COBRA,24/02/2023 10:21,COBRA MISMO,185
7,24/02/2023 10:23,7,7
4806516761888,24/02/2023 10:27,JERSEY COND MILK 390G,76
4800575140370,24/02/2023 10:27,ALASKA EVAPORADA 370ML,32
10,24/02/2023 10:32,10,40
C22,24/02/2023 10:47,CURLS NEW PRICE 22,66
C18,24/02/2023 10:47,CURLS ASST 18,18.5
4804888019590,24/02/2023 11:05,BROWN SUGAR 900G,79
748485800332,24/02/2023 11:05,ARGENTINA LIVER SPREAD,69
35,24/02/2023 11:09,35,35
4800016644801,24/02/2023 11:09,PIATTOS CHEESE 40gx80,14.5
48044295,24/02/2023 11:10,MARLBORO RED 20'S,0
155,24/02/2023 11:10,155,155
4806502720097,24/02/2023 11:23,GARDENIA CLASSIC WHITE 600G,85
CRS8,24/02/2023 11:24,COKE ROYAL SPRITE 8OZ ASST,180
8996001410981,24/02/2023 11:26,KOPIKO LOW ACID HANGER,140
4806507622280,24/02/2023 11:26,MILK MATE,21
4800010075595,24/02/2023 11:26,PRESTO CREAMS VANILLA 10G,59
B5,24/02/2023 11:26,ASST BREAD RETAIL 5,40
4800361420129,24/02/2023 11:27,MAGGI MAGIC SARAP 55G,28
4800014700004,24/02/2023 11:28,ABSOLUTE 6L,79
15,24/02/2023 11:29,15,45
4800092110511,24/02/2023 11:42,HANSEL MILK,53
750515017450,24/02/2023 11:42,FITA CRACKER,56
90,24/02/2023 11:56,90,90
4800016653094,24/02/2023 12:02,MR. CHIPS NACHO CHEESE  100gx50,23
4806525944036,24/02/2023 12:10,TP CUCUMBER 500G,145
10,24/02/2023 12:12,10,10
8850006480755,24/02/2023 12:24,PALMOLIVE AROMA VITALITY BY12,66
4808888004174,24/02/2023 12:24,PALMOLIVE GREEN by 12,61
48041010,24/02/2023 13:02,NIC Chocolate 24x100ml,58
4800344001949,24/02/2023 13:07,SILVER SWAN SOY 200ML,10
4800361381246,24/02/2023 13:16,MILO ACTIV-GO Winner 300g,98
4800575144590,24/02/2023 13:16,ALASKA POWDER 300G,90
20,24/02/2023 13:25,20,20
20,24/02/2023 13:25,20,20
4806534190004,24/02/2023 13:34,DS Double Chocolate Vanilla 100 ml,31
9557727929219,24/02/2023 13:37,DOREEN CONDENSADA 1KG,118
4800194107822,24/02/2023 13:39,OPUFF CHOCO PACK,24.5
4800194107716,24/02/2023 13:39,OPUFF MANGO PACK,24.5
70,24/02/2023 13:39,70,70
16,24/02/2023 13:39,16,16
4800888221056,24/02/2023 13:57,SURF PWD CHERRY  BY 6+1,78
4902430344876,24/02/2023 13:57,DOWNY ANTIBAC 25ML BY6,36
4800092550911,24/02/2023 13:58,FUDGEE BARR CHOCO,68
4809010626332,24/02/2023 13:58,CHEESE CAKE 30G,72.5
4806502720097,24/02/2023 14:12,GARDENIA CLASSIC WHITE 600G,85
14,24/02/2023 14:25,14,14
4902430583169,24/02/2023 14:33,ARIEL PWD SFRESH 76G BY6,84
4800047841712,24/02/2023 14:33,ZONROX COLORSAFE 450ML,38
4800361015165,24/02/2023 14:33,NESTL? Low Fat Milk 1L,104
748485400860,24/02/2023 14:47,ANGEL EVAPORADA 365ML,29.5
4806516762441,24/02/2023 14:47,JERSEY COND BUKO 390G,43.5
4809013526325,24/02/2023 14:47,MR HAT GULAMAN GREEN 25G,15
4800194152327,24/02/2023 14:55,PILLOWS UBE 38g,16
4800523443416,24/02/2023 14:55,LOADED WHITE 32g,7.5
10,24/02/2023 14:55,10,10
10,24/02/2023 14:56,10,10
748485100098,24/02/2023 15:00,CENTURY TUNA HOT &amp; SPICY 180G,45
4804888615297,24/02/2023 15:00,QUICKCHOW CHILIMANSI 65G,17
4800110026909,24/02/2023 15:00,HOMI TOYOMANSI,23
J18,24/02/2023 15:00,JUICE ASST LITRO,20
10,24/02/2023 15:07,10,10
53,24/02/2023 15:07,53,53
4806502720097,24/02/2023 15:07,GARDENIA CLASSIC WHITE 600G,85
8993175540438,24/02/2023 15:07,RICHOCO WHITE 50g,44
8993175539241,24/02/2023 15:07,RICHOCO 50g,22
8993175538145,24/02/2023 15:07,RICHEESE 50g,22
4808680022017,24/02/2023 15:08,LADYS CHOICE SANDWICH SPREAD CHICKEN 80ML,38
4806502720097,24/02/2023 15:09,GARDENIA CLASSIC WHITE 600G,85
4800888602268,24/02/2023 15:09,LADYS CHOICE MAYO DOY 220ML,88
4806516761888,24/02/2023 15:09,JERSEY COND MILK 390G,38
45,24/02/2023 15:10,45,45
48044165,24/02/2023 15:11,CHESTERFIELD ORIGINAL RED,88
4800216120013,24/02/2023 15:13,CLOVER CHIPS CHEESE,13
4800016653094,24/02/2023 15:13,MR. CHIPS NACHO CHEESE  100gx50,23
65,24/02/2023 15:13,65,65
107,24/02/2023 15:14,107,107
48044318,24/02/2023 15:15,MARLBORO CRAFTED RED,126
8993175539241,24/02/2023 15:17,RICHOCO 50g,55
48044165,24/02/2023 15:18,CHESTERFIELD ORIGINAL RED,88
4800030001482,24/02/2023 15:19,SUNSHINE SPAG 900G,73
4801668607619,24/02/2023 15:26,UFC SPAG SUPREME,129
4800056191013,24/02/2023 15:26,OK CHEESE 200G,44
014285000068,24/02/2023 15:26,UFC BANANA 320G,55
O,24/02/2023 15:27,OIL RETAIL,25
4805358206045,24/02/2023 15:36,BUTTERCUP SALTED 200G,48
4802288886040,24/02/2023 15:36,HAPPY DIAPER M 4,25
4800361381086,24/02/2023 15:36,BEAR BRAND Powdered Milk Drink 135g,50
K13,24/02/2023 15:36,KAPE/MILK/OTHER BEVERAGE,13
K10,24/02/2023 15:36,KAPE/MILK/OTHER BEVERAGE,20
748485400075,24/02/2023 15:48,PLUS KING APPLE 250ml,172
4800016083358,24/02/2023 16:07,MAGIC CHIPS JUNIOR RP,28.5
4804888019576,24/02/2023 16:07,BROWN SUGAR 225G,19.75
4808680021355,24/02/2023 16:07,LADYS CHOICE REGULAR MAYO 80ML,35
K13,24/02/2023 16:07,KAPE/MILK/OTHER BEVERAGE,13
SC7,24/02/2023 16:07,SHAMPOO/CONDITIONER 7 ASST RETAIL,7
SC6,24/02/2023 16:08,SHAMPOO/CONDITIONER RETAIL ASST,6.5
8993175539241,24/02/2023 16:19,RICHOCO 50g,22
25,24/02/2023 16:19,25,25
8851717904974,24/02/2023 16:19,DELIGHT by 5,53
748485401508,24/02/2023 16:27,BIRCHTREE POWDER 300G,94
C18,24/02/2023 16:28,CURLS ASST 18,18.5
4800129110552,24/02/2023 16:28,MARIE CRACKER,25
4800153151194,24/02/2023 16:30,BONAMIL 150G,105
4800047840289,24/02/2023 16:43,ZONROX LEMON 250ML,16
4800888199133,24/02/2023 16:43,SURF PWD PURPLE 65G BY6,78
65,24/02/2023 16:43,65,65
10,24/02/2023 16:43,10,10
750515021358,24/02/2023 16:47,GRAHAM CRUSHED new price,47
4800361378390,24/02/2023 16:48,NESTOGEN 2 135g,78
748485401591,24/02/2023 16:49,BIRCHTREE FORTIFIED 150G,49
B10,24/02/2023 16:49,ASST BREAD 10S,50
4800116014023,24/02/2023 16:50,SUNFLOWER CRACKER ORIGINAL,55
4800047840029,24/02/2023 16:51,ZONROX ORIGINAL 500ML,23
748485401508,24/02/2023 16:51,BIRCHTREE POWDER 300G,94
4806501707105,24/02/2023 16:51,CHAMPION BAR BLUE SPRACLEAN 390,21
4804888019552,24/02/2023 17:01,WASHED SUGAR 450G,40.5
4806500805338,24/02/2023 17:01,MAGIC COLOR CHECKERED L15,113
4806507621252,24/02/2023 17:02,FANCY MILK,24
6,24/02/2023 17:02,6,6
STRAW,24/02/2023 17:04,STRAW SOFTDRINKS,36
4800361344951,24/02/2023 17:05,TWINPOPS Orange 32x75ml,23
5,24/02/2023 17:11,5,5
48044295,24/02/2023 17:11,MARLBORO RED 20'S,156
LIPA,24/02/2023 17:12,LIPA PABORITA BY 10,60
4800361393744,24/02/2023 17:13,NESCAFE CLASSIC DECAF 80g,98
56,24/02/2023 17:14,56,56
107,24/02/2023 17:21,107,107
O,24/02/2023 17:22,OIL RETAIL,50
18,24/02/2023 17:22,18,18
SM22,24/02/2023 17:22,KNORR SINIGANG  22G RETAIL,15
7622210278371,24/02/2023 17:25,EDEN MAYO 220ML,110
55,24/02/2023 17:26,55,55
4800361015110,24/02/2023 17:27,NESTLE Fresh Milk 1L,105
14809011294803,24/02/2023 17:41,KOOLERS APPLE JUICE,160
15,24/02/2023 17:41,15,15
48044295,24/02/2023 17:42,MARLBORO RED 20'S,156
4032900145211,24/02/2023 17:45,MIGHTY BLACK,88
4800361410892,24/02/2023 17:48,BEAR BRAND Powdered Milk Drink 300g,118
4804888019569,24/02/2023 17:48,WASHED SUGAR 900G,81
48044295,24/02/2023 17:52,MARLBORO RED 20'S,156
48044301,24/02/2023 17:53,MARLBORO LIGHTS,156
48042772,24/02/2023 18:02,Marlboro Blue FT20s,156
K10,24/02/2023 18:06,KAPE/MILK/OTHER BEVERAGE,30
LIPA,24/02/2023 18:11,LIPA PABORITA BY 10,60
4800194177771,24/02/2023 18:11,POTATO FRIES  CHEESE 90G,25
48,24/02/2023 18:11,48,96
48044295,24/02/2023 18:20,MARLBORO RED 20'S,156
4806510020806,24/02/2023 18:20,SHURE PLASTIC,23
4800092331114,24/02/2023 18:25,MILKEE POLVORON 5G,18
4800249008517,24/02/2023 18:25,SAN MARINO RED CORNED TUNA 85G,27.5
4806504710232,24/02/2023 18:25,MEGA MACKAREL 155G,28
4800092330490,24/02/2023 18:25,DRAGON SID,18.5
4809015790083,24/02/2023 18:25,BABY ANNE WIPES,35
4806500802320,24/02/2023 18:26,MAGIC PANTS L10,74
25,24/02/2023 18:26,25,25
E30,24/02/2023 18:27,EGG 1 TRAY,240
15,24/02/2023 18:40,15,15
48044318,24/02/2023 18:54,MARLBORO CRAFTED RED,126
4800575144590,24/02/2023 19:02,ALASKA POWDER 300G,90
748485401720,24/02/2023 19:09,BIRCHTREE CHOCO 600G,172
4800361416726,24/02/2023 19:10,NESCAFE CREAMY WHITE TWIN BY 10,120
16,25/02/2023 08:20,16,32
4800016628283,25/02/2023 08:20,PRETZELS MINI CHOCO 28gx100,7
4800016661006,25/02/2023 08:20,ROLLER COASTER CHEDDAR 24gx100,14
4800016644504,25/02/2023 08:20,PIATTOS CHEESE85gx50,32
4800194104968,25/02/2023 08:20,OISHI PRAWN SPICY 26g LS,6.25
4800194153225,25/02/2023 08:32,BREAD PAN CHEESE 24g LS,6.25
4800092660047,25/02/2023 08:33,JUMPEE CHOCO,6
4807770120213,25/02/2023 08:33,NISSIN WAFER CHOCOLATE 50S,51
4806516762632,25/02/2023 08:33,JERSEY UBE 390G,87
9555513203017,25/02/2023 08:33,JERSEY EVAPORATED 370ML,84
4804888019590,25/02/2023 08:33,BROWN SUGAR 900G,79
4800191242274,25/02/2023 08:35,TOPS WHITE BAR,26.5
4800092111228,25/02/2023 08:35,MARIETIME,18.5
4804888019576,25/02/2023 08:35,BROWN SUGAR 225G,19.75
BS18,25/02/2023 08:35,BODY SOAP ASST,39
7622300761363,25/02/2023 08:56,OREO MINI CHOCO CUP,35
4804888019583,25/02/2023 08:59,BROWN SUGAR 450G,39.5
120,25/02/2023 08:59,120,120
4801668500224,25/02/2023 08:59,DATU PUTI SOY SAUCE 1L,54
LIPA,25/02/2023 08:59,LIPA PABORITA BY 10,60
8934839125691,25/02/2023 09:09,CLOSE UPRED  TWIN 120G,129
4800024572981,25/02/2023 09:09,DM 100% PINE JCE 24/202 W/ REDUCOL,32
4804888019583,25/02/2023 09:09,BROWN SUGAR 450G,39.5
4800361339186,25/02/2023 09:09,NESCAFE CLASSIC Refill 23g,21
SC7,25/02/2023 09:09,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
J18,25/02/2023 09:09,JUICE ASST LITRO,40
6,25/02/2023 09:17,6,6
M COKE,25/02/2023 09:20,COKE MISMO,185
4800216120013,25/02/2023 09:20,CLOVER CHIPS CHEESE,32.5
4800194116145,25/02/2023 09:20,MIGGOS CHEESE 28G,18.75
4800194116138,25/02/2023 09:21,MIGGOS SCORN 28G,18.75
4800194152327,25/02/2023 09:21,PILLOWS UBE 38g,16
4804888589505,25/02/2023 09:21,HANY SP,35
48044295,25/02/2023 09:21,MARLBORO RED 20'S,155
107,25/02/2023 09:21,107,107
4806018403880,25/02/2023 09:22,CHOO CHOO CHEESY MILK,78
4800361399517,25/02/2023 09:22,KIMY Milky Stick 40x43g,23
4902430441896,25/02/2023 09:22,GILLETTE RUBIE YELLOW,24
M COKE,25/02/2023 09:24,COKE MISMO,185
4800361416726,25/02/2023 09:32,NESCAFE CREAMY WHITE TWIN BY 10,60
4800166142325,25/02/2023 09:32,STICK O CHOCO JR,66
4806516762441,25/02/2023 09:32,JERSEY COND BUKO 390G,43.5
4806500802429,25/02/2023 09:33,MAGIC PANTS XL10,78
4804888882545,25/02/2023 09:38,BIG BOY,116
8996001414309,25/02/2023 09:40,KOPIKO BLANCA SINGLE,76
K12,25/02/2023 09:40,KAPE/MILK/OTHER BEVERAGE,84
4800047840265,25/02/2023 09:42,ZONROX LEMON 1 LITER,41
4800888221056,25/02/2023 09:42,SURF PWD CHERRY  BY 6+1,78
