barcode,sales_date,product_description,quantity_sold
K13,09/12/2023 18:04,KAPE/MILK/OTHER BEVERAGE,52
4807770273674,09/12/2023 18:11,PANCIT CANTON KALAMANSI,71.25
4807770273698,09/12/2023 18:11,PANCIT CANTON CHILIMANSI,71.25
250,09/12/2023 18:12,250,250
4800194178167,09/12/2023 18:13,OISHI SEAFOOD 90G,23
4800016553325,09/12/2023 18:13,PAYLESS CHICKEN 55gx72,15
4800016553332,09/12/2023 18:13,PAYLESS BEEF 55gx72,15
4807770270017,09/12/2023 18:14,LUCKY ME BEEF 55G,17.5
4807770270024,09/12/2023 18:14,LUCKY ME CHICKEN 55G,17.5
48041812,09/12/2023 18:14,MIGHTY GREEN FLIPTOP,126
48044295,09/12/2023 18:14,MARLBORO RED 20'S,155
4804888019545,09/12/2023 18:14,WASHED SUGAR 225G,56.25
4800361388252,09/12/2023 18:14,NESCAFE CLASSIC Sticks 2gx12,112
4800361416726,09/12/2023 18:15,NESCAFE CREAMY WHITE TWIN BY 10,60
8998666001719,09/12/2023 18:15,KOPIKO BROWN TP,58
4800016022258,09/12/2023 18:15,GT TWIN WHITE CHOCO,60
4800888189806,09/12/2023 18:15,SURF PWD CHERRY 75G BY6,39
4801688103511,09/12/2023 18:16,REGENT CHEESE RING 60g,34
4800092330100,09/12/2023 18:16,DINGDONG 18G,19
C18,09/12/2023 18:16,CURLS ASST 18,18.5
4800016633782,09/12/2023 18:16,PIATTOS ROADHOUSE BBQ 40gx80,32
4800016641008,09/12/2023 18:16,CHIPPY CHILI &amp; CHEESE 30gx100,7.5
4800016661006,09/12/2023 18:16,ROLLER COASTER CHEDDAR 24gx100,7.5
4800194152327,09/12/2023 18:16,PILLOWS UBE 38g,8.5
4800216120013,09/12/2023 18:16,CLOVER CHIPS CHEESE,30
4800016642029,09/12/2023 18:16,CHIPPY BBQ 30gx100,7.5
4800016082962,09/12/2023 18:17,Magic Chips Cheese 30gx100,7.5
C6,09/12/2023 18:17,CURLS ASST 6.50,65
120,09/12/2023 18:18,120,0
748485400075,09/12/2023 18:18,PLUS KING APPLE 250ml,93
4806506319716,09/12/2023 18:19,LAMPEIN MINI PACK SMALL 4S,25
4806506319358,09/12/2023 18:19,LAMPEIN XXL 4S,38
4800092110528,09/12/2023 18:19,HANSEL CHOCO,57
748485800011,09/12/2023 18:19,ARGENTINA C.BEEF 175G,79.5
4800016021169,09/12/2023 18:19,GT ORIGINAL 3-IN-1 TWIN PACK (33GX10X24),39.5
J18,09/12/2023 18:19,JUICE ASST LITRO,20
4804888019538,09/12/2023 18:20,WHITE SUGAR 950G,380
4800361388252,09/12/2023 18:24,NESCAFE CLASSIC Sticks 2gx12,112
4800361419642,09/12/2023 18:24,MAGIC SARAP 16PCS,63
4800361416726,09/12/2023 18:24,NESCAFE CREAMY WHITE TWIN BY 10,120
8998666001726,09/12/2023 18:25,KOPIKO BLANCA TP,60
8996001440049,09/12/2023 18:26,ENERGEN CHOCO HANGER,79
4804888019545,09/12/2023 18:26,WASHED SUGAR 225G,18.75
4800361339186,09/12/2023 18:26,NESCAFE CLASSIC Refill 23g,21
4800361388252,09/12/2023 18:27,NESCAFE CLASSIC Sticks 2gx12,112
4800361390804,09/12/2023 18:27,NESTLE COFFEE-MATE  150g,54
16X24,09/12/2023 18:27,16X24 PLASTIC,58
4800092331626,09/12/2023 18:32,HIHO BBQ 70G,0
4806506704505,09/12/2023 18:32,STARCUP 24'S,23
4806507621863,09/12/2023 18:32,SQUAREBURST,25
4800092331626,09/12/2023 18:33,HIHO BBQ 70G,30
40329055,09/12/2023 18:33,CAMEL CIG,214
4806018406058,09/12/2023 18:34,LAVA DOUBLE DUTCH,73
29,09/12/2023 18:34,29,29
PEPSI 8,09/12/2023 18:35,PEPSI 8OZ BY CASE,175
MDEW 8,09/12/2023 18:36,MOUNTAIN DEW  8OZ BY CASE,175
M COKE,09/12/2023 18:36,COKE MISMO,195
8410162100234,09/12/2023 18:37,FUNDADOR LIGHT 1L,395
4800130100016,09/12/2023 18:40,FRASCO,339
4808680021355,09/12/2023 18:49,LADYS CHOICE REGULAR MAYO 80ML,35
EDEN,09/12/2023 18:49,EDEN RETAIL,17
4902430389570,09/12/2023 18:51,JOY LEMON 18.5ML BY 6,36
4806506706431,09/12/2023 18:51,SOFEE JELLY STICK PUDDING,22
4800361413480,09/12/2023 18:51,MILO 24G BY 12,106
4809011168053,09/12/2023 18:51,BOSTON PAMINTA DUROG,43
4804888019545,09/12/2023 18:51,WASHED SUGAR 225G,75
BROWN,09/12/2023 18:51,BROWN 225G,70
13,09/12/2023 18:52,13,26
PC8,09/12/2023 19:10,PINOY PLASTIC CUPS,25
4809010657435,09/12/2023 19:11,MY EVERYDAY PAPER PLATE,35
4800194153683,09/12/2023 19:11,BREAD PAN BUTTERED 24g LS,13
4800194116664,09/12/2023 19:11,PINATTSU,40
8851717905407,09/12/2023 19:11,DELIGHT 400ML,50
4806500802368,09/12/2023 19:15,MAGIC PANTS L45,319
40329055,09/12/2023 19:20,CAMEL CIG,107
ST11,09/12/2023 19:20,STAR MARGARINE 20G,44
8998666001726,09/12/2023 19:20,KOPIKO BLANCA TP,120
4800194177955,09/12/2023 19:20,OISHI SWEET SPICY 90g,23
4806516762403,10/12/2023 08:55,JERSEY MANGO 390G,54.5
4806516762441,10/12/2023 08:55,JERSEY COND BUKO 390G,54
4806516762632,10/12/2023 08:55,JERSEY UBE 390G,54
J18,10/12/2023 09:02,JUICE ASST LITRO,20
4800024576040,10/12/2023 09:03,DM MANGO JUICE 1L,102
4800361331500,10/12/2023 09:05,BEAR BRAND Sterilized 200ml,54
4806502359709,10/12/2023 09:05,TISYU,12.5
750515018501,10/12/2023 09:05,SKYFLAKES PLAIN 10s,58.5
748485100401,10/12/2023 09:05,CENTURY TUNA FLAKES 155G,35
4808887010077,10/12/2023 09:05,PUREFOODS CORNED BEEF 150G,73
4800142118290,10/12/2023 09:09,EMPERADOR DOUBLE LIGHT 1000ML,309
4809011004016,10/12/2023 09:24,JOLY ICE CANDY BOX,70
4800092112782,10/12/2023 09:24,COMBI TRIPLE CHOCO 30G,57.5
4800024580863,10/12/2023 09:24,DM CREAMY & CHEESY SPAG COMBO,145
748485800011,10/12/2023 09:24,ARGENTINA C.BEEF 175G,39.75
J18,10/12/2023 09:24,JUICE ASST LITRO,40
P7,10/12/2023 09:24,POWDER ASST RETAIL 7,28
4801668100288,10/12/2023 09:28,MANG TOMAS SIGA 320G,40
4801668100264,10/12/2023 09:28,MANG TOMAS 325G,36
4806500802528,10/12/2023 09:41,MAGIC PANTS XXL10,84
4800575144590,10/12/2023 09:41,ALASKA POWDER 300G,102
E30,10/12/2023 09:50,EGG 1 TRAY,235
35,10/12/2023 09:51,35,35
10,10/12/2023 09:51,10,10
4800016078774,10/12/2023 09:58,CREAM-O CAKE BAR,78
8993175544528,10/12/2023 09:58,NEXSTAR SOFT COOKIE 420G,172
4806018403866,10/12/2023 09:58,CHOO CHOO CHOCO VANILLA,78
E30,10/12/2023 09:59,EGG 1 TRAY,470
4800092110115,10/12/2023 09:59,BRAVO,56
4809010626349,10/12/2023 09:59,LS BROWNIES,72
4800092550041,10/12/2023 09:59,CUPPKEYK CHOCO,63
4809011175501,10/12/2023 10:08,DOODOO 24pcs,32
4804888589994,10/12/2023 10:08,ANNIES LANGKA,28
4806518291024,10/12/2023 10:08,ITLOG NG BUTIKI,22.5
4800103342184,10/12/2023 10:08,BABBLE JOE,20
48044295,10/12/2023 10:09,MARLBORO RED 20'S,465
40329055,10/12/2023 10:10,CAMEL CIG,107
48044318,10/12/2023 10:16,MARLBORO CRAFTED RED,126
4809011168053,10/12/2023 10:38,BOSTON PAMINTA DUROG,43
4800888602725,10/12/2023 10:38,KNORR CUBE PORK 10G BY 12,36
KN5,10/12/2023 10:38,KNORR CUBES ASST,18
4806500802313,10/12/2023 10:39,MAGIC PANTS L4,26
4807770273674,10/12/2023 10:39,PANCIT CANTON KALAMANSI,28.5
748485700021,10/12/2023 10:39,555 TUNA AFRITADA 155G,28.5
k8,10/12/2023 10:39,KAPE/MILK/MILO/OATS ASST,8
748485401591,10/12/2023 10:39,BIRCHTREE FORTIFIED 150G,99
K12,10/12/2023 10:40,KAPE/MILK/OTHER BEVERAGE,12
4800016635526,10/12/2023 10:41,PIATTOS SALTED POTATO NEW GRAM,32
40329055,10/12/2023 10:48,CAMEL CIG,428
4800092114373,10/12/2023 10:48,WAFER TIME CHOCO,516
40329055,10/12/2023 10:50,CAMEL CIG,107
O 1.5,10/12/2023 11:26,OIL 1.5 LITERS,103
E30,10/12/2023 11:26,EGG 1 TRAY,235
4800405123535,10/12/2023 11:28,MARCA PINA SOY 1 GAL,182
4800016012365,10/12/2023 11:29,GT PREMIUM STICK BAG,58
4804888019583,10/12/2023 11:30,BROWN SUGAR 450G,35
4806020400181,10/12/2023 11:30,SELECT SOY SAUCE 350ML,18
4800361399517,10/12/2023 11:35,KIMY Milky Stick 40x43g,69
4800361381604,10/12/2023 11:35,KIMY Jelly Tongue 40x43g,23
40329055,10/12/2023 11:50,CAMEL CIG,107
4804888589505,10/12/2023 11:55,HANY SP,39
4800029831045,10/12/2023 11:55,FLOWER MALLOWS,35
4800092114960,10/12/2023 11:55,WAFER TIME STRAWBERRY,44
4800092114373,10/12/2023 11:55,WAFER TIME CHOCO,43
4800092114755,10/12/2023 11:55,WAFER TIME MILK,43
4809010657398,10/12/2023 11:55,MY EVERYDAY TOWEL,44
280,10/12/2023 12:00,280,280
4806500802320,10/12/2023 12:07,MAGIC PANTS L10,74
C6,10/12/2023 12:08,CURLS ASST 6.50,97.5
4800016110535,10/12/2023 12:09,MANG JUAN PAOMBONG 26GX80,112.5
4800216120013,10/12/2023 12:09,CLOVER CHIPS CHEESE,112.5
165,10/12/2023 12:23,165,165
48044295,10/12/2023 12:33,MARLBORO RED 20'S,155
48044295,10/12/2023 12:52,MARLBORO RED 20'S,155
4800092112317,10/12/2023 13:17,HANSEL CRACKERS,57
4806506319563,10/12/2023 13:17,GENERIC LAMPEIN L 15,106
4806501709178,10/12/2023 13:55,CALLA  POWDER FLORAL 1.6KG,185
4800047840265,10/12/2023 13:55,ZONROX LEMON 1 LITER,47
4800047841705,10/12/2023 13:55,ZONROX COLORSAFE 900ML,66
38,10/12/2023 13:57,38,38
KN5,10/12/2023 13:57,KNORR CUBES ASST,18
4800888136732,10/12/2023 13:57,SURF BAR KALAMANSI 120G,11
4808887011852,10/12/2023 13:59,PUREFOODS STAR CB 150G,68
748485401225,10/12/2023 14:04,ANGEL KREMDENSADA 380g,62
4807770121333,10/12/2023 14:15,MONDE MAMON CLASSIC 40G,186
LIPA,10/12/2023 14:15,LIPA PABORITA BY 10,60
4800575144910,10/12/2023 14:15,COWBELL CONDENSADA 300ML,46
48044172,10/12/2023 14:18,Chester Field,107
4800016560392,10/12/2023 14:27,NPE CREAMY CARBONARA 60GX72,45.75
48044301,10/12/2023 14:54,MARLBORO LIGHTS,155
LIPA,10/12/2023 15:00,LIPA PABORITA BY 10,60
4808680022017,10/12/2023 15:00,LADYS CHOICE SANDWICH SPREAD CHICKEN 80ML,38
4800314007346,10/12/2023 15:00,SCOTCH BRITE  FOAM ONLY,24
4800194107716,10/12/2023 15:01,OPUFF MANGO PACK,24.5
4806506318856,10/12/2023 15:01,SISTERS SILK FLOSS NIGHT 8,25
4806506318863,10/12/2023 15:01,SISTERS NET SIDE NIGHT 8,28
731126101042,10/12/2023 15:01,NAGARAYA BUTTER 40G,11
731126103046,10/12/2023 15:01,NAGARAYA BARBEQUE 40G,22
5,10/12/2023 15:01,5,15
48044301,10/12/2023 15:03,MARLBORO LIGHTS,155
4806018403866,10/12/2023 15:09,CHOO CHOO CHOCO VANILLA,78
4800575144910,10/12/2023 15:44,COWBELL CONDENSADA 300ML,92
014285000068,10/12/2023 15:44,UFC BANANA 320G,27.5
4800575140370,10/12/2023 15:44,ALASKA EVAPORADA 370ML,35.5
48031547,10/12/2023 15:45,EFFICASCENT OIL 25ML,29
4806506315534,10/12/2023 15:49,LAMPEIN BABY PANTS M15,108
4800575144910,10/12/2023 15:50,COWBELL CONDENSADA 300ML,46
4806516762632,10/12/2023 15:50,JERSEY UBE 390G,54
4800129110163,10/12/2023 16:11,ICED GEM,73
4800092115677,10/12/2023 16:11,REBISCO HONEY BUTTER CRACKERS,56
748485802084,10/12/2023 16:11,WOW ULAM CALDERETA 155G,22.25
748485802077,10/12/2023 16:11,WOW ULAM AFRITADA 155G,22.25
4800092332791,10/12/2023 16:12,DINGDONG  30G,13
4800016138539,10/12/2023 16:12,GG TORTILLOS BBQ 25gX100,15
4800523443416,10/12/2023 16:12,LOADED WHITE 32g,16
4800016082962,10/12/2023 16:12,Magic Chips Cheese 30gx100,15
4800194152327,10/12/2023 16:12,PILLOWS UBE 38g,17
4800523441955,10/12/2023 16:12,LOADED CHOCO 32g,16
4800361388047,10/12/2023 16:16,BEAR BRAND Powdered Milk Drink 840G,335
4806507622839,10/12/2023 16:16,FUNKY PILLAR,44
4808647020094,10/12/2023 16:17,EDEN PLAIN 165G,114
4804888019576,10/12/2023 16:17,BROWN SUGAR 225G,35
4804888800150,10/12/2023 16:18,ZESTO APPLE,86
4800361413480,10/12/2023 16:20,MILO 24G BY 12,106
4800016671807,10/12/2023 16:20,PIATTOS SOUR CREAM 80,32
4800216120013,10/12/2023 16:20,CLOVER CHIPS CHEESE,7.5
4800016663802,10/12/2023 16:20,NOVA COUNTRY CHEDDAR 40gx80,16
10,10/12/2023 16:20,10,10
150,10/12/2023 16:20,150,150
135,10/12/2023 16:20,135,0
4800191112621,10/12/2023 16:26,TOPS BLUE BAR,55
277,10/12/2023 17:05,277,277
4800365880417,10/12/2023 17:07,SUPER DELIGHT BROWNIES BUTTER SCOTCH 14G,69
4807770121333,10/12/2023 17:07,MONDE MAMON CLASSIC 40G,93
4800092663123,10/12/2023 17:15,KRIMSTIX MILK CHOCO,27
4806506702501,10/12/2023 17:15,CHOCO M,23
79,10/12/2023 17:21,79,79
748485401515,10/12/2023 17:22,BIRCHTREE FORTIFIED MILK 700G,225
4802288815125,10/12/2023 17:22,HAPPY PANTS XXL12,112
4800016021169,10/12/2023 17:22,GT ORIGINAL 3-IN-1 TWIN PACK (33GX10X24),79
35,10/12/2023 17:37,35,35
4801668602218,10/12/2023 17:41,DATU PUTI SOY SAUCE 100ML,7.5
4800194107716,10/12/2023 17:41,OPUFF MANGO PACK,24.5
8996001440049,10/12/2023 17:41,ENERGEN CHOCO HANGER,39.5
4809015790632,10/12/2023 17:41,BABY ANNE PANTS LARGE 30,190
277,10/12/2023 17:41,277,277
4807770270017,10/12/2023 18:03,LUCKY ME BEEF 55G,26.25
4800103344799,10/12/2023 18:03,LIPPS POP STIX RUMBLE 50+15,58
748485802824,10/12/2023 18:03,LUCKY 7 CARNE NORTE 260G,36
K12,10/12/2023 18:03,KAPE/MILK/OTHER BEVERAGE,24
748485102252,10/12/2023 18:03,CENTURY FLAKES HOT &amp; SPICY  95G,26.5
65,10/12/2023 18:05,65,65
8,10/12/2023 18:10,8,40
4806502720615,10/12/2023 18:10,GARDENIA CLASSIC 600g,85
O,10/12/2023 18:10,OIL RETAIL,23
4805358246041,10/12/2023 18:24,DARI CREME CLASSIC 200G,60
O,10/12/2023 18:27,OIL RETAIL,23
4800361416726,10/12/2023 18:28,NESCAFE CREAMY WHITE TWIN BY 10,60
14809011294803,10/12/2023 18:29,KOOLERS APPLE JUICE,76
4800818809651,10/12/2023 18:30,MONAMI STRAWBERRY,36
CANDY JAR,10/12/2023 18:30,CANDY JAR ASST 120,120
748485401706,10/12/2023 18:38,BIRCHTREE POWDER 1KG,295
4807770101502,10/12/2023 18:38,BREADSTICK NISSIN,59
4806500802528,10/12/2023 18:38,MAGIC PANTS XXL10,84
120,10/12/2023 18:38,120,120
4800249008517,10/12/2023 18:52,SAN MARINO RED CORNED TUNA 85G,91.5
4807770274305,10/12/2023 18:52,PANCIT CANTON HOT NEW,85.5
4806506702686,10/12/2023 18:53,EAT AND DRINK CANDY,23
750515018501,10/12/2023 18:53,SKYFLAKES PLAIN 10s,58.5
4800163443036,10/12/2023 18:53,LIGO SARDINES RED,49.5
4800249008517,10/12/2023 18:53,SAN MARINO RED CORNED TUNA 85G,61
748485102252,10/12/2023 18:54,CENTURY FLAKES HOT &amp; SPICY  95G,53
8851717200038,10/12/2023 18:54,DUTCHMILL YOUGURT ORANGE 90ML,92
4800092112782,10/12/2023 18:54,COMBI TRIPLE CHOCO 30G,57.5
4806516763639,10/12/2023 18:54,JERSEY ALL PURPOSE 250ML,59
4800092110405,10/12/2023 18:54,REBISCO BUTTER SANDWICH 32G,57
4807770120213,10/12/2023 18:54,NISSIN WAFER CHOCOLATE 50S,53
40329055,10/12/2023 19:00,CAMEL CIG,107
B5,10/12/2023 19:02,ASST BREAD RETAIL 5,5
B10,11/12/2023 09:21,ASST BREAD 10S,50
4800575425026,11/12/2023 09:48,KREMTOP COFFEE CREAMER 170G,48
4804888019552,11/12/2023 09:48,WASHED SUGAR 450G,38
4800361339186,11/12/2023 09:48,NESCAFE CLASSIC Refill 23g,21
SC7,11/12/2023 09:48,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
F6,11/12/2023 09:48,FABCON/ DISHWASHING ASST 6,12
P7,11/12/2023 09:48,POWDER ASST RETAIL 7,14
4802288813121,11/12/2023 10:09,HAPPY PANTS L12,96
4809016064008,11/12/2023 11:26,TONIO'S PORK SISIG 250G,89
16,11/12/2023 11:56,16,16
4800016629662,11/12/2023 11:56,CHEEZY KNOTS,7.5
4800016627286,11/12/2023 11:56,MILKY KNOTS 28gx100,7.5
4800194126014,11/12/2023 11:57,OPUFF UBE,25
8998666001726,11/12/2023 11:58,KOPIKO BLANCA TP,240
1693,11/12/2023 12:00,ASST/RETAIL,0
4800818801693,11/12/2023 12:00,FRUTOS STRAW 50PCS,36
748485401515,11/12/2023 12:05,BIRCHTREE FORTIFIED MILK 700G,225
4801958146002,11/12/2023 12:05,AJI PANDA 50g,11
20,11/12/2023 12:05,20,20
48044295,11/12/2023 12:12,MARLBORO RED 20'S,155
4902430293426,11/12/2023 13:09,WHISPHER T1  NON WING,45
48039406,11/12/2023 13:24,MARVELS RED,126
LIPA,11/12/2023 14:13,LIPA PABORITA BY 10,60
48041812,11/12/2023 14:15,MIGHTY GREEN FLIPTOP,126
55,11/12/2023 14:15,55,0
125,11/12/2023 14:16,125,0
125,11/12/2023 14:16,125,125
55,11/12/2023 14:16,55,55
4803925241130,11/12/2023 14:22,GATORADE1.5L,110
4806018402319,11/12/2023 14:43,INIPIT ASSORTED,55
4800092112904,11/12/2023 14:43,HANSEL FLAVOR. BUNCH,57
4806531560275,11/12/2023 14:43,JOSHUA HAM COOKED 250G,52
4806531560091,11/12/2023 14:44,JOSHUA CHICKEN SKINLESS 250G,36
4800016644801,11/12/2023 14:44,PIATTOS CHEESE 40gx80,16
4800016666414,11/12/2023 14:44,PIATTOS SPICY CHEESE 40G,16
4800194116237,11/12/2023 14:44,POTATO FRIES PLAIN 21G,6.5
4801668606865,11/12/2023 14:55,MAFRAN DRESSING PINK 200G,17
8998666001719,11/12/2023 15:08,KOPIKO BROWN TP,255.2
125,11/12/2023 15:24,125,125
4807770270024,11/12/2023 15:25,LUCKY ME CHICKEN 55G,17.5
4807770274305,11/12/2023 15:25,PANCIT CANTON HOT NEW,57
4800344001413,11/12/2023 15:25,SILVER SWAN BOTE,20
4800040211253,11/12/2023 15:25,FLAT TOPS 30S,50
4807770273711,11/12/2023 15:39,PANCIT CANTON SWEET SPICY,57
BS21,11/12/2023 15:39,BODY SOAP ASST 21,21
48041812,11/12/2023 15:41,MIGHTY GREEN FLIPTOP,126
40329055,11/12/2023 15:41,CAMEL CIG,107
48044295,11/12/2023 15:41,MARLBORO RED 20'S,155
4808647010026,11/12/2023 15:41,CHEEZ WHIZ REGULAR 210G,96
748485401515,11/12/2023 16:12,BIRCHTREE FORTIFIED MILK 700G,225
C18,11/12/2023 16:16,CURLS ASST 18,37
O,11/12/2023 16:21,OIL RETAIL,23
4806506319563,11/12/2023 16:27,GENERIC LAMPEIN L 15,106
4800361388252,11/12/2023 16:27,NESCAFE CLASSIC Sticks 2gx12,112
4800361416726,11/12/2023 16:27,NESCAFE CREAMY WHITE TWIN BY 10,120
48041812,11/12/2023 16:28,MIGHTY GREEN FLIPTOP,126
48044394,11/12/2023 16:28,MARLBORO CRAFTED ICE PACK,126
4800010961485,11/12/2023 16:28,CHOOEY CHOCO '40,46
4804888019521,11/12/2023 16:40,WHITE SUGAR 450G,114
4804888019514,11/12/2023 16:40,WHITE SUGAR 225G,57
K13,11/12/2023 16:49,KAPE/MILK/OTHER BEVERAGE,13
K12,11/12/2023 16:49,KAPE/MILK/OTHER BEVERAGE,24
P15,11/12/2023 16:49,POWDER RETAIL ASST 15,15
4806500802214,11/12/2023 16:50,MAGIC PANTS M4,24.5
10X14,11/12/2023 17:02,10X14 PLASTIC,36
4800016105746,11/12/2023 17:02,CHIZ CURLS 18gx100,15
4800575140370,11/12/2023 17:09,ALASKA EVAPORADA 370ML,35.5
48043717,11/12/2023 17:09,FORTUNE WHITE,126
65,11/12/2023 17:09,65,65
4800361413480,11/12/2023 17:10,MILO 24G BY 12,106
4800166142479,11/12/2023 17:10,CHOCO CHOCO 50s,0
4800361393683,11/12/2023 17:10,NESCAFE CLASSIC  92g,80
4804888019552,11/12/2023 17:11,WASHED SUGAR 450G,38
4800361393683,11/12/2023 17:11,NESCAFE CLASSIC  92g,80
4800191242274,11/12/2023 17:15,TOPS WHITE BAR,27.5
4800191112621,11/12/2023 17:15,TOPS BLUE BAR,27.5
4800047841378,11/12/2023 17:15,DEL LAVANDER BY6,58
4800361403764,11/12/2023 17:15,NESCAFE ORIG SINGLE BY10,80
BS21,11/12/2023 17:17,BODY SOAP ASST 21,63
COBRA BOTE,11/12/2023 17:18,COBRA BOTE CASE,0
MDEW 8,11/12/2023 17:18,MOUNTAIN DEW  8OZ BY CASE,0
4800092331268,11/12/2023 17:19,HIHO CRACKER NUTS,19
4806520150043,11/12/2023 17:19,HAWHAW CHOCO 40S,96
4800818808302,11/12/2023 17:19,FRUTOS SOFT CHEW 50S,69
4806500805338,11/12/2023 17:22,MAGIC COLOR CHECKERED L15,113
4800361393645,11/12/2023 18:00,NESCAFE CLASSIC 46g,41
4800314000026,11/12/2023 18:00,SCOTCH BRITE PAD REG,33
4804888019552,11/12/2023 18:00,WASHED SUGAR 450G,38
4800818809323,11/12/2023 18:00,FRUTOS MINI BITS FRUITS,20
4800888209931,11/12/2023 18:00,SURF FABCON LUXXE 6+1,66
748485700656,11/12/2023 18:01,555 TUNA CALDERETA 110G,22.25
748485700649,11/12/2023 18:01,555 TUNA AFRITADA 110G,44.5
4805885172004,11/12/2023 18:01,RENO LIVER BIG,57
4806525940113,11/12/2023 18:01,BREAD CRUMBS HAPI 150G,29
125,11/12/2023 18:05,125,125
65,11/12/2023 18:10,65,65
4808887010015,11/12/2023 18:11,PUREFOODS CORNED BEEF 210G,103
4800134101026,11/12/2023 18:11,MASTER TOMATO 155g,23.5
4800134101019,11/12/2023 18:11,MASTER SARDINES GREEN 155G,23.5
4800361381086,11/12/2023 18:11,BEAR BRAND Powdered Milk Drink 135g,50
4804888019545,11/12/2023 18:11,WASHED SUGAR 225G,18.75
4891208040143,11/12/2023 18:12,OISHI CRACKER 26G,19.5
4800016138560,11/12/2023 18:12,GG TORTILLOS CHEESE 25gX100,22.5
4800216121041,11/12/2023 18:12,CHEEZY SNACK ORIG,22.5
4800523220079,11/12/2023 18:12,CHEEZ IT 25g,19.5
4800194152679,11/12/2023 18:25,SPONGE CHOCO 30g,17
4800016680540,11/12/2023 18:26,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,32
4800092110795,11/12/2023 18:26,KRIMSTIX CHOCO REFILL,27
8996001338063,11/12/2023 18:38,FRES CANDY BARLEY 24,35
4806521792396,11/12/2023 18:38,TATTOOS DOS,22
4804888882675,11/12/2023 18:38,POMPOM BIG BY 10,58
4800016082962,11/12/2023 18:38,Magic Chips Cheese 30gx100,15
8851717904974,11/12/2023 18:39,DELIGHT by 5,56
748485401362,11/12/2023 18:39,ANGEL KREM QUESO 370ml,69
4800030040047,11/12/2023 18:39,SUNSHINE ELBOW MACARONI 400G,44
KN5,11/12/2023 18:40,KNORR CUBES ASST,6
4806508627307,11/12/2023 18:44,MAYON MUSHROOM PCS & STEM 198G,40
4800134101033,11/12/2023 18:47,MASTER SARDINES RED HOT 155G,24
48044295,11/12/2023 18:48,MARLBORO RED 20'S,155
E30,11/12/2023 19:02,EGG 1 TRAY,235
48043717,11/12/2023 19:02,FORTUNE WHITE,126
4804888019583,11/12/2023 19:11,BROWN SUGAR 450G,35
k8,11/12/2023 19:11,KAPE/MILK/MILO/OATS ASST,16
K9,11/12/2023 19:11,KAPE/MILK/OTHER BEVERAGE,18
4800888212917,11/12/2023 19:11,DOVE STRAIGHT PINK SH 12ML BY12,32
20,11/12/2023 19:12,20,20
4800065113112,11/12/2023 19:14,COMMANDO,21
K12,11/12/2023 19:14,KAPE/MILK/OTHER BEVERAGE,72
48044295,11/12/2023 19:14,MARLBORO RED 20'S,155
8850006325223,11/12/2023 19:15,COLGATE C FRESH BY 6,49
4800888139276,11/12/2023 19:15,CREAMSILK DAMAGE 11ML BY12,37
P7,11/12/2023 19:15,POWDER ASST RETAIL 7,28
4806501709185,11/12/2023 19:15,CALLA SUMMER FRESH BAR,24
4805358246041,12/12/2023 08:16,DARI CREME CLASSIC 200G,60
4808647020094,12/12/2023 08:16,EDEN PLAIN 165G,57
15,12/12/2023 08:53,15,15
4800014701049,12/12/2023 09:01,ABSOLUTE 8L,90
4800153151248,12/12/2023 09:01,BONAMIL 350G,238
4902430727143,12/12/2023 09:07,DOWNY PASSION 32ML BY6,52
4800047840296,12/12/2023 09:07,ZONROX LEMON 100ML,10.75
4808888004167,12/12/2023 09:07,PALMOLIVE INT MOIST SH P BY 12,33
4800888189806,12/12/2023 09:07,SURF PWD CHERRY 75G BY6,39
4806525943534,12/12/2023 09:07,TP SAGOT GULAMAN LITRO,18
10,12/12/2023 09:08,10,10
8993175555722,12/12/2023 09:39,RICHEESE 39G,110
K9,12/12/2023 09:49,KAPE/MILK/OTHER BEVERAGE,18
B5,12/12/2023 09:49,ASST BREAD RETAIL 5,15
M MDEW,12/12/2023 10:04,MOUNTAIN DEW MISMO,190
4809011175501,12/12/2023 10:11,DOODOO 24pcs,32
4800194126014,12/12/2023 10:11,OPUFF UBE,25
4800818808302,12/12/2023 10:11,FRUTOS SOFT CHEW 50S,34.5
4800523220284,12/12/2023 10:17,MOBY CHOCO 25g,13
4800016115011,12/12/2023 10:17,CHIK'N SKIN NI MANG JUAN 16GX100,7.5
4800194104029,12/12/2023 10:17,POTATO FRIES KETCHUP 21g LS,13
4800194152891,12/12/2023 10:17,MARTYS SPICY 25g LS,6.5
4800216120013,12/12/2023 10:17,CLOVER CHIPS CHEESE,15
4800016633782,12/12/2023 10:18,PIATTOS ROADHOUSE BBQ 40gx80,32
4800016663802,12/12/2023 10:18,NOVA COUNTRY CHEDDAR 40gx80,16
4800092556692,12/12/2023 10:18,CRISS CROSS  SOUR 65G,22
4800092771187,12/12/2023 10:18,FUNKY CHEESE,6.5
4809013526349,12/12/2023 10:26,MR HAT GULAMAN YELLOW 25G,15
4800575142985,12/12/2023 10:26,ALASKA CREMA ASADA,54
4806500802429,12/12/2023 10:30,MAGIC PANTS XL10,78
48044295,12/12/2023 10:30,MARLBORO RED 20'S,155
54,12/12/2023 10:36,54,54
30,12/12/2023 10:36,30,30
